,CustomerID,SalesOrderID,Name,LineTotal,OrderQty
109717,22160,59357,Mountain Tire Tube,4.99,1
118660,22160,59357,ML Mountain Tire,29.99,1
91375,22160,59357,Patch Kit/8 Patches,2.29,1
73784,22161,73527,Water Bottle - 30 oz.,4.99,1
119311,22161,73527,ML Mountain Tire,29.99,1
92539,22157,67988,Patch Kit/8 Patches,2.29,1
119087,22157,67988,ML Mountain Tire,29.99,1
121258,22152,72572,"Long-Sleeve Logo Jersey, S",49.99,1
53899,22152,72572,"Road-550-W Yellow, 42",1120.49,1
96293,22153,58829,"Road-750 Black, 44",539.99,1
100542,22153,58829,Road Bottle Cage,8.99,1
108731,22154,52244,Mountain Tire Tube,4.99,1
116218,22154,52244,Fender Set - Mountain,21.98,1
101837,22154,52244,Mountain Bottle Cage,9.99,1
76155,22155,65885,"Women's Mountain Shorts, L",69.99,1
75806,22156,53925,"Women's Mountain Shorts, L",69.99,1
118103,22161,73527,Fender Set - Mountain,21.98,1
70915,22168,58888,Water Bottle - 30 oz.,4.99,1
109803,22166,60001,Mountain Tire Tube,4.99,1
75747,22167,52530,"Women's Mountain Shorts, L",69.99,1
74171,22167,52530,"Short-Sleeve Classic Jersey, L",53.99,1
51219,22168,47826,"Road-250 Red, 52",2443.35,1
85947,22168,58888,"Road-750 Black, 52",539.99,1
5895,22169,60461,AWC Logo Cap,8.99,1
88594,22169,60461,"Women's Mountain Shorts, M",69.99,1
87218,22170,57417,"Road-750 Black, 48",539.99,1
9023,22166,60001,"Sport-100 Helmet, Blue",34.99,1
118701,22166,60001,ML Mountain Tire,29.99,1
90312,22163,52234,Patch Kit/8 Patches,2.29,1
109739,22162,59519,Mountain Tire Tube,4.99,1
118668,22162,59519,ML Mountain Tire,29.99,1
16113,22162,59519,"Sport-100 Helmet, Black",34.99,1
108728,22163,52234,Mountain Tire Tube,4.99,1
118278,22163,52234,ML Mountain Tire,29.99,1
118601,22165,58213,ML Mountain Tire,29.99,1
91441,22164,59894,Patch Kit/8 Patches,2.29,1
96314,22164,59894,"Road-750 Black, 44",539.99,1
114543,22164,59894,LL Road Tire,21.49,1
107088,22165,58213,All-Purpose Bike Stand,159.0,1
91214,22165,58213,Patch Kit/8 Patches,2.29,1
110940,22190,68908,Mountain Tire Tube,4.99,1
119131,22190,68908,ML Mountain Tire,29.99,1
15969,22191,58150,"Sport-100 Helmet, Black",34.99,1
116331,22213,53408,Fender Set - Mountain,21.98,1
107383,22213,53408,HL Mountain Tire,35.0,1
108180,22214,67352,HL Mountain Tire,35.0,1
110732,22214,67352,Mountain Tire Tube,4.99,1
92443,22214,67352,Patch Kit/8 Patches,2.29,1
8630,22215,56200,"Sport-100 Helmet, Blue",34.99,1
70438,22215,56200,Water Bottle - 30 oz.,4.99,1
118503,22215,56200,ML Mountain Tire,29.99,1
96316,22216,59969,"Road-750 Black, 44",539.99,1
43685,22216,59969,"Half-Finger Gloves, M",24.49,1
74008,22217,74770,Water Bottle - 30 oz.,4.99,1
103733,22217,74770,Mountain Bottle Cage,9.99,1
56519,22217,74770,"Half-Finger Gloves, S",24.49,1
90509,22213,53408,Patch Kit/8 Patches,2.29,1
109456,22209,57377,Mountain Tire Tube,4.99,1
46536,22207,48122,"Road-250 Red, 48",2443.35,1
10458,22207,74076,"Sport-100 Helmet, Blue",34.99,1
107489,22208,55390,HL Mountain Tire,35.0,1
90790,22208,55390,Patch Kit/8 Patches,2.29,1
109183,22208,55390,Mountain Tire Tube,4.99,1
8753,22209,57377,"Sport-100 Helmet, Blue",34.99,1
107595,22212,57378,HL Mountain Tire,35.0,1
107594,22209,57377,HL Mountain Tire,35.0,1
107751,22210,59917,HL Mountain Tire,35.0,1
91194,22211,58043,Patch Kit/8 Patches,2.29,1
109559,22211,58043,Mountain Tire Tube,4.99,1
118588,22211,58043,ML Mountain Tire,29.99,1
109457,22212,57378,Mountain Tire Tube,4.99,1
10440,22218,73855,"Sport-100 Helmet, Blue",34.99,1
53917,22218,73855,"Road-550-W Yellow, 42",1120.49,1
120757,22225,61020,"Classic Vest, L",63.5,1
114542,22224,59893,LL Road Tire,21.49,1
43683,22224,59893,"Half-Finger Gloves, M",24.49,1
96313,22224,59893,"Road-750 Black, 44",539.99,1
87299,22225,61020,"Road-750 Black, 48",539.99,1
110716,22223,67163,Mountain Tire Tube,4.99,1
109081,22226,54615,Mountain Tire Tube,4.99,1
118413,22226,54615,ML Mountain Tire,29.99,1
118436,22227,55050,ML Mountain Tire,29.99,1
109144,22227,55050,Mountain Tire Tube,4.99,1
92788,22228,69746,Patch Kit/8 Patches,2.29,1
119156,22228,69746,ML Mountain Tire,29.99,1
119046,22223,67163,ML Mountain Tire,29.99,1
111211,22219,71305,Mountain Tire Tube,4.99,1
67276,22219,71305,Bike Wash - Dissolver,7.95,1
28627,22220,74012,"Sport-100 Helmet, Red",34.99,1
56498,22220,74012,"Half-Finger Gloves, S",24.49,1
53918,22220,74012,"Road-550-W Yellow, 42",1120.49,1
49171,22221,73086,"Road-550-W Yellow, 38",1120.49,1
28532,22221,73086,"Sport-100 Helmet, Red",34.99,1
56483,22222,73441,"Half-Finger Gloves, S",24.49,1
119307,22222,73441,ML Mountain Tire,29.99,1
111474,22222,73441,Mountain Tire Tube,4.99,1
47448,22207,74076,"Road-250 Black, 44",2443.35,1
43623,22191,58150,"Half-Finger Gloves, M",24.49,1
92004,22206,64057,Patch Kit/8 Patches,2.29,1
52972,22196,72325,"Road-250 Black, 48",2443.35,1
104525,22197,72326,HL Road Tire,32.6,1
50406,22197,72326,"Road-250 Black, 52",2443.35,1
66060,22197,72326,Hydration Pack - 70 oz.,54.99,1
106634,22198,72048,Road Tire Tube,3.99,1
59313,22198,72048,"Road-250 Red, 58",2443.35,1
59407,22198,47805,"Road-250 Black, 58",2181.5625,1
59314,22199,72703,"Road-250 Red, 58",2443.35,1
67355,22196,72325,Bike Wash - Dissolver,7.95,1
52398,22196,47834,"Road-250 Black, 48",2181.5625,1
46505,22193,47952,"Road-250 Red, 48",2443.35,1
118595,22191,58150,ML Mountain Tire,29.99,1
118735,22192,60785,ML Mountain Tire,29.99,1
13544,22192,60785,"Long-Sleeve Logo Jersey, L",49.99,1
109901,22192,60785,Mountain Tire Tube,4.99,1
52944,22193,69776,"Road-250 Black, 48",2443.35,1
101525,22194,71602,Road Bottle Cage,8.99,1
101570,22195,72251,Road Bottle Cage,8.99,1
52401,22194,47935,"Road-250 Black, 48",2181.5625,1
59791,22194,71602,"Road-250 Black, 58",2443.35,1
73543,22195,72251,Water Bottle - 30 oz.,4.99,1
47443,22195,72251,"Road-250 Black, 44",2443.35,1
101607,22199,72703,Road Bottle Cage,8.99,1
73634,22199,72703,Water Bottle - 30 oz.,4.99,1
120767,22205,62472,"Classic Vest, L",63.5,1
59801,22203,72327,"Road-250 Black, 58",2443.35,1
107889,22204,62162,HL Mountain Tire,35.0,1
91763,22204,62162,Patch Kit/8 Patches,2.29,1
110094,22204,62162,Mountain Tire Tube,4.99,1
107906,22205,62472,HL Mountain Tire,35.0,1
117140,22205,62472,Fender Set - Mountain,21.98,1
46891,22203,48234,"Road-250 Black, 44",2181.5625,1
110324,22206,64057,Mountain Tire Tube,4.99,1
107143,22206,64057,All-Purpose Bike Stand,159.0,1
106840,22202,74137,Road Tire Tube,3.99,1
59315,22201,72704,"Road-250 Red, 58",2443.35,1
58901,22200,47817,"Road-250 Red, 58",2181.5625,1
52975,22200,73161,"Road-250 Black, 48",2443.35,1
28539,22200,73161,"Sport-100 Helmet, Red",34.99,1
104532,22201,72704,HL Road Tire,32.6,1
106688,22201,72704,Road Tire Tube,3.99,1
93338,22202,74137,Patch Kit/8 Patches,2.29,1
52980,22202,74137,"Road-250 Black, 48",2443.35,1
10306,22152,72572,"Sport-100 Helmet, Blue",34.99,1
88727,22151,65957,"Women's Mountain Shorts, M",69.99,1
69049,22096,57390,"Classic Vest, M",63.5,1
102793,22100,63849,Mountain Bottle Cage,9.99,1
92522,22101,67862,Patch Kit/8 Patches,2.29,1
119079,22101,67862,ML Mountain Tire,29.99,1
121169,22102,67863,"Long-Sleeve Logo Jersey, S",49.99,1
110799,22102,67863,Mountain Tire Tube,4.99,1
119080,22102,67863,ML Mountain Tire,29.99,1
26962,22103,58501,"Sport-100 Helmet, Red",34.99,1
118622,22103,58501,ML Mountain Tire,29.99,1
109624,22103,58501,Mountain Tire Tube,4.99,1
70709,22104,57628,Water Bottle - 30 oz.,4.99,1
100463,22104,57628,Road Bottle Cage,8.99,1
85923,22104,57628,"Road-750 Black, 52",539.99,1
74561,22100,63849,"Short-Sleeve Classic Jersey, L",53.99,1
117257,22100,63849,Fender Set - Mountain,21.98,1
108833,22097,52866,Mountain Tire Tube,4.99,1
118559,22096,57390,ML Mountain Tire,29.99,1
26853,22096,57390,"Sport-100 Helmet, Red",34.99,1
26384,22097,52866,"Sport-100 Helmet, Red",34.99,1
116280,22097,52866,Fender Set - Mountain,21.98,1
71344,22098,61052,Water Bottle - 30 oz.,4.99,1
27250,22098,61052,"Sport-100 Helmet, Red",34.99,1
118747,22098,61052,ML Mountain Tire,29.99,1
96278,22099,57949,"Road-750 Black, 44",539.99,1
91177,22099,57949,Patch Kit/8 Patches,2.29,1
114462,22099,57949,LL Road Tire,21.49,1
119345,22105,74265,ML Mountain Tire,29.99,1
111577,22105,74265,Mountain Tire Tube,4.99,1
67440,22105,74265,Bike Wash - Dissolver,7.95,1
100500,22113,58186,Road Bottle Cage,8.99,1
82766,22112,53063,"Touring-1000 Yellow, 54",2384.07,1
26409,22112,53063,"Sport-100 Helmet, Red",34.99,1
3374,22112,53063,"Long-Sleeve Logo Jersey, XL",49.99,1
85936,22113,58186,"Road-750 Black, 52",539.99,1
70790,22113,58186,Water Bottle - 30 oz.,4.99,1
53893,22111,72116,"Road-550-W Yellow, 42",1120.49,1
30225,22114,44136,"Road-150 Red, 44",3578.27,1
120099,22114,59114,LL Mountain Tire,24.99,1
109686,22114,59114,Mountain Tire Tube,4.99,1
74819,22111,72116,"Short-Sleeve Classic Jersey, L",53.99,1
70472,22108,56398,Water Bottle - 30 oz.,4.99,1
94631,22106,57839,"Road-750 Black, 58",539.99,1
70737,22106,57839,Water Bottle - 30 oz.,4.99,1
100476,22106,57839,Road Bottle Cage,8.99,1
116905,22107,60007,Fender Set - Mountain,21.98,1
121015,22107,60007,"Long-Sleeve Logo Jersey, S",49.99,1
118520,22108,56398,ML Mountain Tire,29.99,1
111511,22110,73818,Mountain Tire Tube,4.99,1
120958,22108,56398,"Long-Sleeve Logo Jersey, S",49.99,1
30238,22109,44218,"Road-150 Red, 44",3578.27,1
4876,22109,51402,AWC Logo Cap,8.99,1
83410,22109,51402,"Touring-1000 Blue, 46",2384.07,1
119323,22110,73818,ML Mountain Tire,29.99,1
117806,22095,70485,Fender Set - Mountain,21.98,1
68150,22095,70485,Hitch Rack - 4-Bike,120.0,1
109641,22076,58657,Mountain Tire Tube,4.99,1
5687,22076,58657,AWC Logo Cap,8.99,1
116793,22076,58657,Fender Set - Mountain,21.98,1
118475,22077,55760,ML Mountain Tire,29.99,1
91045,22078,56953,Patch Kit/8 Patches,2.29,1
114435,22078,56953,LL Road Tire,21.49,1
96252,22078,56953,"Road-750 Black, 44",539.99,1
92559,22079,68049,Patch Kit/8 Patches,2.29,1
117597,22079,68049,Fender Set - Mountain,21.98,1
117939,22080,71724,Fender Set - Mountain,21.98,1
10201,22080,71724,"Sport-100 Helmet, Blue",34.99,1
110714,22075,67160,Mountain Tire Tube,4.99,1
43880,22075,67160,"Half-Finger Gloves, M",24.49,1
54321,22073,58500,"Half-Finger Gloves, L",24.49,1
70849,22073,58500,Water Bottle - 30 oz.,4.99,1
16005,22073,58500,"Sport-100 Helmet, Black",34.99,1
70566,22074,56952,Water Bottle - 30 oz.,4.99,1
3736,22075,67160,"Long-Sleeve Logo Jersey, XL",49.99,1
100427,22074,56952,Road Bottle Cage,8.99,1
94600,22074,56952,"Road-750 Black, 58",539.99,1
118467,22081,55701,ML Mountain Tire,29.99,1
26739,22082,56183,"Sport-100 Helmet, Red",34.99,1
94589,22082,56183,"Road-750 Black, 58",539.99,1
90909,22092,56119,Patch Kit/8 Patches,2.29,1
100357,22089,55918,Road Bottle Cage,8.99,1
118296,22090,52490,ML Mountain Tire,29.99,1
90363,22090,52490,Patch Kit/8 Patches,2.29,1
87854,22091,56791,"Racing Socks, L",8.99,1
87179,22091,56791,"Road-750 Black, 48",539.99,1
96238,22092,56119,"Road-750 Black, 44",539.99,1
85871,22089,55918,"Road-750 Black, 52",539.99,1
114384,22092,56119,LL Road Tire,21.49,1
100494,22093,58122,Road Bottle Cage,8.99,1
85934,22093,58122,"Road-750 Black, 52",539.99,1
70778,22093,58122,Water Bottle - 30 oz.,4.99,1
87222,22094,57680,"Road-750 Black, 48",539.99,1
70380,22089,55918,Water Bottle - 30 oz.,4.99,1
5439,22088,56222,AWC Logo Cap,8.99,1
110462,22083,65041,Mountain Tire Tube,4.99,1
110273,22085,63644,Mountain Tire Tube,4.99,1
67967,22083,65041,Hitch Rack - 4-Bike,120.0,1
118944,22083,65041,ML Mountain Tire,29.99,1
110820,22084,67987,Mountain Tire Tube,4.99,1
27977,22084,67987,"Sport-100 Helmet, Red",34.99,1
119086,22084,67987,ML Mountain Tire,29.99,1
118876,22085,63644,ML Mountain Tire,29.99,1
118700,22086,59999,ML Mountain Tire,29.99,1
114390,22088,56222,LL Road Tire,21.49,1
110051,22087,61872,Mountain Tire Tube,4.99,1
43734,22087,61872,"Half-Finger Gloves, M",24.49,1
118794,22087,61872,ML Mountain Tire,29.99,1
94590,22088,56222,"Road-750 Black, 58",539.99,1
96274,22115,57629,"Road-750 Black, 44",539.99,1
64872,22151,65957,"Classic Vest, S",63.5,1
96282,22133,58283,"Road-750 Black, 44",539.99,1
116010,22137,72429,ML Road Tire,24.99,1
49164,22137,72429,"Road-550-W Yellow, 38",1120.49,1
106664,22137,72429,Road Tire Tube,3.99,1
109331,22138,56350,Mountain Tire Tube,4.99,1
118513,22138,56350,ML Mountain Tire,29.99,1
90951,22138,56350,Patch Kit/8 Patches,2.29,1
96277,22139,57897,"Road-750 Black, 44",539.99,1
5619,22139,57897,AWC Logo Cap,8.99,1
100461,22136,57590,Road Bottle Cage,8.99,1
70699,22136,57590,Water Bottle - 30 oz.,4.99,1
94628,22136,57590,"Road-750 Black, 58",539.99,1
121151,22134,67037,"Long-Sleeve Logo Jersey, S",49.99,1
91223,22133,58283,Patch Kit/8 Patches,2.29,1
9702,22134,67037,"Sport-100 Helmet, Blue",34.99,1
119037,22134,67037,ML Mountain Tire,29.99,1
96273,22135,57589,"Road-750 Black, 44",539.99,1
15919,22135,57589,"Sport-100 Helmet, Black",34.99,1
52134,22140,73931,"Road-550-W Yellow, 48",1120.49,1
111390,22146,72805,Mountain Tire Tube,4.99,1
90718,22145,54839,Patch Kit/8 Patches,2.29,1
109114,22145,54839,Mountain Tire Tube,4.99,1
118426,22145,54839,ML Mountain Tire,29.99,1
93172,22146,72805,Patch Kit/8 Patches,2.29,1
119281,22146,72805,ML Mountain Tire,29.99,1
75430,22147,64856,"Women's Mountain Shorts, S",69.99,1
75992,22148,60645,"Women's Mountain Shorts, L",69.99,1
88933,22149,74189,"Women's Mountain Shorts, M",69.99,1
64377,22149,74189,"Short-Sleeve Classic Jersey, XL",53.99,1
88396,22150,54198,"Women's Mountain Shorts, M",69.99,1
13592,22144,62051,"Long-Sleeve Logo Jersey, L",49.99,1
110453,22141,64983,Mountain Tire Tube,4.99,1
109155,22142,55108,Mountain Tire Tube,4.99,1
92151,22141,64983,Patch Kit/8 Patches,2.29,1
107153,22141,64983,All-Purpose Bike Stand,159.0,1
116469,22142,55108,Fender Set - Mountain,21.98,1
70204,22142,55108,Water Bottle - 30 oz.,4.99,1
110077,22144,62051,Mountain Tire Tube,4.99,1
108826,22143,52808,Mountain Tire Tube,4.99,1
8276,22143,52808,"Sport-100 Helmet, Blue",34.99,1
9221,22144,62051,"Sport-100 Helmet, Blue",34.99,1
70810,22133,58283,Water Bottle - 30 oz.,4.99,1
102707,22118,62853,Mountain Bottle Cage,9.99,1
30641,22118,44441,"Road-150 Red, 48",3578.27,1
91315,22119,58827,Patch Kit/8 Patches,2.29,1
85945,22119,58827,"Road-750 Black, 52",539.99,1
114507,22119,58827,LL Road Tire,21.49,1
96660,22120,53868,"Touring-1000 Yellow, 50",2384.07,1
20869,22120,44464,"Road-150 Red, 56",3578.27,1
23095,22121,44678,"Road-150 Red, 62",3578.27,1
79086,22121,58821,"Touring-1000 Blue, 60",2384.07,1
26985,22121,58821,"Sport-100 Helmet, Red",34.99,1
118500,22122,56149,ML Mountain Tire,29.99,1
109306,22122,56149,Mountain Tire Tube,4.99,1
71695,22118,62853,Water Bottle - 30 oz.,4.99,1
15925,22115,57629,"Sport-100 Helmet, Black",34.99,1
13430,22115,57629,"Long-Sleeve Logo Jersey, L",49.99,1
91314,22116,58826,Patch Kit/8 Patches,2.29,1
94643,22116,58826,"Road-750 Black, 58",539.99,1
114506,22116,58826,LL Road Tire,21.49,1
61220,22117,62130,"Mountain-500 Silver, 44",564.99,1
102642,22117,62130,Mountain Bottle Cage,9.99,1
31003,22117,44235,"Road-150 Red, 52",3578.27,1
54272,22122,56149,"Half-Finger Gloves, L",24.49,1
8785,22130,57742,"Sport-100 Helmet, Blue",34.99,1
102702,22128,62803,Mountain Bottle Cage,9.99,1
60781,22128,62803,"Mountain-500 Black, 48",539.99,1
87226,22129,57948,"Road-750 Black, 48",539.99,1
26905,22129,57948,"Sport-100 Helmet, Red",34.99,1
94629,22130,57742,"Road-750 Black, 58",539.99,1
94635,22131,58281,"Road-750 Black, 58",539.99,1
114482,22131,58281,LL Road Tire,21.49,1
100540,22132,58823,Road Bottle Cage,8.99,1
87238,22132,58823,"Road-750 Black, 48",539.99,1
70902,22132,58823,Water Bottle - 30 oz.,4.99,1
6146,22128,62803,AWC Logo Cap,8.99,1
118624,22123,58558,ML Mountain Tire,29.99,1
111148,22124,70618,Mountain Tire Tube,4.99,1
119191,22124,70618,ML Mountain Tire,29.99,1
109021,22125,54215,Mountain Tire Tube,4.99,1
118388,22125,54215,ML Mountain Tire,29.99,1
118927,22126,64630,ML Mountain Tire,29.99,1
110406,22126,64630,Mountain Tire Tube,4.99,1
118575,22127,57711,ML Mountain Tire,29.99,1
65463,22127,57711,Hydration Pack - 70 oz.,54.99,1
109507,22127,57711,Mountain Tire Tube,4.99,1
107238,21266,74130,All-Purpose Bike Stand,159.0,1
106073,21265,65740,Road Tire Tube,3.99,1
21163,20425,46266,"Road-150 Red, 56",3578.27,1
102262,20421,57714,Mountain Bottle Cage,9.99,1
65464,20421,57714,Hydration Pack - 70 oz.,54.99,1
51912,20422,61780,"Road-550-W Yellow, 48",1120.49,1
100774,20422,61780,Road Bottle Cage,8.99,1
71488,20422,61780,Water Bottle - 30 oz.,4.99,1
54225,20423,54805,"Half-Finger Gloves, L",24.49,1
87123,20423,54805,"Road-750 Black, 48",539.99,1
21159,20423,46242,"Road-150 Red, 56",3578.27,1
100264,20424,54515,Road Bottle Cage,8.99,1
70099,20424,54515,Water Bottle - 30 oz.,4.99,1
96211,20424,54515,"Road-750 Black, 44",539.99,1
74377,20421,57714,"Short-Sleeve Classic Jersey, L",53.99,1
31262,20420,46129,"Road-150 Red, 52",3578.27,1
69976,20420,53863,Water Bottle - 30 oz.,4.99,1
74320,20417,56341,"Short-Sleeve Classic Jersey, L",53.99,1
6304,20415,64117,AWC Logo Cap,8.99,1
71958,20415,64117,Water Bottle - 30 oz.,4.99,1
31263,20416,46135,"Road-150 Red, 52",3578.27,1
85803,20416,53440,"Road-750 Black, 52",539.99,1
70461,20417,56341,Water Bottle - 30 oz.,4.99,1
5451,20417,56341,AWC Logo Cap,8.99,1
85828,20420,53863,"Road-750 Black, 52",539.99,1
31287,20418,46292,"Road-150 Red, 52",3578.27,1
63613,20418,53331,"Short-Sleeve Classic Jersey, XL",53.99,1
87079,20418,53331,"Road-750 Black, 48",539.99,1
70355,20419,55818,Water Bottle - 30 oz.,4.99,1
94543,20425,53864,"Road-750 Black, 58",539.99,1
30899,20426,46136,"Road-150 Red, 48",3578.27,1
85833,20426,54137,"Road-750 Black, 52",539.99,1
103348,20432,70268,Mountain Bottle Cage,9.99,1
56463,20433,72604,"Half-Finger Gloves, S",24.49,1
17387,20433,72604,"Sport-100 Helmet, Black",34.99,1
103532,20433,72604,Mountain Bottle Cage,9.99,1
53722,20434,61650,"Road-550-W Yellow, 42",1120.49,1
13585,20434,61650,"Long-Sleeve Logo Jersey, L",49.99,1
71583,20435,62257,Water Bottle - 30 oz.,4.99,1
16377,20435,62257,"Sport-100 Helmet, Black",34.99,1
102657,20435,62257,Mountain Bottle Cage,9.99,1
73166,20432,70268,Water Bottle - 30 oz.,4.99,1
103090,20431,67102,Mountain Bottle Cage,9.99,1
72546,20431,67102,Water Bottle - 30 oz.,4.99,1
119387,20428,74755,ML Mountain Tire,29.99,1
114286,20426,54137,LL Road Tire,21.49,1
95252,20427,64593,"Road-350-W Yellow, 42",1700.99,1
21169,20427,46307,"Road-150 Red, 56",3578.27,1
9450,20427,64593,"Sport-100 Helmet, Blue",34.99,1
9503,20429,65138,"Sport-100 Helmet, Blue",34.99,1
52828,20430,62859,"Road-250 Black, 48",2443.35,1
23351,20429,46215,"Road-150 Red, 62",3578.27,1
64828,20429,65138,"Classic Vest, S",63.5,1
23347,20430,46188,"Road-150 Red, 62",3578.27,1
9291,20430,62859,"Sport-100 Helmet, Blue",34.99,1
72761,20414,68177,Water Bottle - 30 oz.,4.99,1
103178,20414,68177,Mountain Bottle Cage,9.99,1
69261,20414,68177,"Classic Vest, M",63.5,1
75511,20396,67597,"Women's Mountain Shorts, S",69.99,1
64917,20397,68491,"Classic Vest, S",63.5,1
103200,20397,68491,Mountain Bottle Cage,9.99,1
72817,20397,68491,Water Bottle - 30 oz.,4.99,1
71103,20398,59776,Water Bottle - 30 oz.,4.99,1
102437,20398,59776,Mountain Bottle Cage,9.99,1
63897,20398,59776,"Short-Sleeve Classic Jersey, XL",53.99,1
105771,20399,62575,Road Tire Tube,3.99,1
115644,20399,62575,ML Road Tire,24.99,1
9263,20399,62575,"Sport-100 Helmet, Blue",34.99,1
27370,20395,62151,"Sport-100 Helmet, Red",34.99,1
60149,20395,62151,"Road-550-W Yellow, 44",1120.49,1
73943,20393,74389,Water Bottle - 30 oz.,4.99,1
84929,20391,52430,"Racing Socks, M",8.99,1
103275,20392,69334,Mountain Bottle Cage,9.99,1
72986,20392,69334,Water Bottle - 30 oz.,4.99,1
65906,20392,69334,Hydration Pack - 70 oz.,54.99,1
103704,20393,74389,Mountain Bottle Cage,9.99,1
54394,20395,62151,"Half-Finger Gloves, L",24.49,1
85176,20394,61478,"Racing Socks, M",8.99,1
53718,20394,61478,"Road-550-W Yellow, 42",1120.49,1
105644,20394,61478,Road Tire Tube,3.99,1
48961,20400,61649,"Road-550-W Yellow, 38",1120.49,1
105781,20401,62686,Road Tire Tube,3.99,1
102281,20411,57981,Mountain Bottle Cage,9.99,1
26724,20410,55988,"Sport-100 Helmet, Red",34.99,1
102134,20410,55988,Mountain Bottle Cage,9.99,1
70394,20410,55988,Water Bottle - 30 oz.,4.99,1
56066,20411,57981,"Half-Finger Gloves, S",24.49,1
15952,20411,57981,"Sport-100 Helmet, Black",34.99,1
71987,20409,64267,Water Bottle - 30 oz.,4.99,1
2347,20412,57515,"Long-Sleeve Logo Jersey, M",49.99,1
59179,20412,57515,"Road-250 Red, 58",2443.35,1
15911,20412,57515,"Sport-100 Helmet, Black",34.99,1
8504,20413,54903,"Sport-100 Helmet, Blue",34.99,1
102041,20413,54903,Mountain Bottle Cage,9.99,1
70177,20413,54903,Water Bottle - 30 oz.,4.99,1
102843,20409,64267,Mountain Bottle Cage,9.99,1
72225,20408,65518,Water Bottle - 30 oz.,4.99,1
51918,20401,62686,"Road-550-W Yellow, 48",1120.49,1
68261,20404,74554,Hitch Rack - 4-Bike,120.0,1
16412,20401,62686,"Sport-100 Helmet, Black",34.99,1
71195,20402,60255,Water Bottle - 30 oz.,4.99,1
73840,20403,73797,Water Bottle - 30 oz.,4.99,1
93292,20403,73797,Patch Kit/8 Patches,2.29,1
73965,20404,74554,Water Bottle - 30 oz.,4.99,1
67791,20405,58234,Hitch Rack - 4-Bike,120.0,1
50250,20405,58234,"Road-250 Black, 52",2443.35,1
72311,20406,65956,Water Bottle - 30 oz.,4.99,1
65793,20406,65956,Hydration Pack - 70 oz.,54.99,1
71967,20407,64181,Water Bottle - 30 oz.,4.99,1
102941,20408,65518,Mountain Bottle Cage,9.99,1
65779,20408,65518,Hydration Pack - 70 oz.,54.99,1
100876,20436,63112,Road Bottle Cage,8.99,1
48977,20436,63112,"Road-550-W Yellow, 38",1120.49,1
71752,20436,63112,Water Bottle - 30 oz.,4.99,1
5703,20457,58794,AWC Logo Cap,8.99,1
66756,20464,60714,Bike Wash - Dissolver,7.95,1
71273,20464,60714,Water Bottle - 30 oz.,4.99,1
59687,20465,59540,"Road-250 Black, 58",2443.35,1
104110,20465,59540,HL Road Tire,32.6,1
105463,20465,59540,Road Tire Tube,3.99,1
103743,20466,74863,Mountain Bottle Cage,9.99,1
74024,20466,74863,Water Bottle - 30 oz.,4.99,1
103234,20467,68840,Mountain Bottle Cage,9.99,1
92667,20467,68840,Patch Kit/8 Patches,2.29,1
72894,20467,68840,Water Bottle - 30 oz.,4.99,1
52083,20468,71083,"Road-550-W Yellow, 48",1120.49,1
102532,20464,60714,Mountain Bottle Cage,9.99,1
91813,20463,62464,Patch Kit/8 Patches,2.29,1
115638,20463,62464,ML Road Tire,24.99,1
8953,20461,59240,"Sport-100 Helmet, Blue",34.99,1
102210,20458,56976,Mountain Bottle Cage,9.99,1
15838,20458,56976,"Sport-100 Helmet, Black",34.99,1
70573,20458,56976,Water Bottle - 30 oz.,4.99,1
9309,20459,63055,"Sport-100 Helmet, Blue",34.99,1
51919,20459,63055,"Road-550-W Yellow, 48",1120.49,1
114215,20460,52528,LL Road Tire,21.49,1
100566,20461,59240,Road Bottle Cage,8.99,1
50900,20463,62464,"Road-550-W Yellow, 40",1120.49,1
70997,20461,59240,Water Bottle - 30 oz.,4.99,1
59199,20462,59799,"Road-250 Red, 58",2443.35,1
71109,20462,59799,Water Bottle - 30 oz.,4.99,1
100617,20462,59799,Road Bottle Cage,8.99,1
56889,20468,47908,"Mountain-200 Black, 46",2049.0982,1
28553,20469,73279,"Sport-100 Helmet, Red",34.99,1
71121,20475,59849,Water Bottle - 30 oz.,4.99,1
102448,20475,59849,Mountain Bottle Cage,9.99,1
71023,20476,59319,Water Bottle - 30 oz.,4.99,1
100580,20476,59319,Road Bottle Cage,8.99,1
87940,20476,59319,"Racing Socks, L",8.99,1
16439,20474,63023,"Sport-100 Helmet, Black",34.99,1
119605,20477,61686,"Short-Sleeve Classic Jersey, M",53.99,1
102598,20477,61686,Mountain Bottle Cage,9.99,1
71468,20477,61686,Water Bottle - 30 oz.,4.99,1
120983,20478,57873,"Long-Sleeve Logo Jersey, S",49.99,1
43615,20478,57873,"Half-Finger Gloves, M",24.49,1
116720,20478,57873,Fender Set - Mountain,21.98,1
102730,20474,63023,Mountain Bottle Cage,9.99,1
71734,20474,63023,Water Bottle - 30 oz.,4.99,1
73739,20469,73279,Water Bottle - 30 oz.,4.99,1
7165,20471,72151,AWC Logo Cap,8.99,1
103599,20469,73279,Mountain Bottle Cage,9.99,1
38178,20470,47861,"Mountain-200 Silver, 46",2071.4196,1
111151,20470,70642,Mountain Tire Tube,4.99,1
108373,20470,70642,HL Mountain Tire,35.0,1
103492,20471,72151,Mountain Bottle Cage,9.99,1
